city,cityID,TGNID,latitude,longitude,birth,death,bir_sour
Brno ,4060030039,7011840,49.2167,16.6667,0.0,1.0,0.0
Ceske Budejovice ,4060060017,7011338,48.9667,14.4833,1.0,0.0,1.0
Chrudim ,4060060032,1027136,49.95,15.7833,1.0,0.0,1.0
Kojet¨ªn ,4060300022,1027281,49.3667,17.3333,1.0,1.0,0.0
Kol¨ªn ,4060300024,7011624,50.0333,15.1833,1.0,0.0,1.0
Kyjov ,4060300061,1027313,49,17.1667,1.0,1.0,0.0
Libochovice ,4060330014,1027333,50.4,14.0333,1.0,0.0,1.0
Mikulov ,4060360014,7011708,48.8,16.6333,1.0,0.0,1.0
Olomouc ,4060420001,7011841,49.6333,17.25,1.0,0.0,1.0
Opava ,4060420004,7011718,49.9667,17.9167,1.0,0.0,1.0
Pelh_imov ,4060450007,1027461,49.4333,15.2167,1.0,0.0,1.0
Prague ,4060450028,7006464,50.1,14.4333,12.0,15.0,0.0
Prost¨§jov ,4060450039,1027486,49.4667,17.1167,1.0,0.0,1.0
Tel_ ,4060570004,1027585,49.2,15.4667,0.0,1.0,0.0
_st¨ª nad Labem ,4060600016,1027001,50.6833,14,1.0,0.0,1.0
_st¨ª nad Orlic¨ª ,4060600017,1027002,49.9667,16.4,1.0,0.0,1.0
Denmark ,4090000000,1000066,56,10,1.0,2.0,0.0
Copenhagen ,4090060002,7003474,55.7167,12.5667,10.0,8.0,1.0
Fredericksberg ,4090150024,7003476,55.7,12.4833,1.0,2.0,0.0
Frederiksberg ,4090150025,1027809,55.4167,11.5667,2.0,0.0,1.0
Gren_ ,4090180034,7003551,56.4167,10.8833,1.0,0.0,1.0
Hellerup ,4090210029,4004927,55.676279,12.569195,0.0,2.0,0.0
Horsens ,4090210077,7003403,55.8833,9.8833,2.0,0.0,1.0
Ribe ,4090510013,7003433,55.3333,8.7833,1.0,0.0,1.0
Roskilde ,4090510031,7003586,55.65,12.1167,1.0,0.0,1.0
Ry ,4090510036,1028091,56.1,9.7667,0.0,1.0,0.0
Skagen ,4090540021,7003593,57.7333,10.6167,1.0,1.0,0.0
Sor_ ,4090540059,7003597,55.4333,11.5667,1.0,1.0,0.0
T_rb_k ,4090570002,1028171,55.6,12.65,0.0,1.0,0.0
Vejle county ,4090630000,7003399,55.75,9.5,0.0,1.0,0.0
Estonia ,4120000000,7006540,59,26,1.0,0.0,1.0
Tallinn ,4120570001,7006629,59.433,24.728,1.0,1.0,0.0
France ,4151000000,1000070,46,2,2.0,2.0,0.0
Alen_on ,4151000083,7008621,48.4167,.0833,1.0,0.0,1.0
Antibes ,4151000186,7012323,43.5833,7.1167,0.0,1.0,0.0
Argenteuil ,4151000228,7008019,48.95,2.25,1.0,0.0,1.0
Avignon ,4151000374,7008799,43.9333,4.8,3.0,0.0,1.0
Bayonne ,4151030087,7008192,43.5,-1.4667,0.0,1.0,0.0
Bergerac ,4151030186,7008948,44.8333,.4833,1.0,0.0,1.0
Bessines-sur-Gartempe ,4151030214,4001468,46.1167,1.3667,1.0,0.0,1.0
Bordeaux ,4151030351,7008161,44.8333,-.5667,1.0,0.0,1.0
Boulogne ,4151030378,7016632,50.7167,1.6167,0.0,1.0,0.0
Bourges ,4151030399,7017415,47.0833,2.3833,1.0,0.0,1.0
Brest ,4151030468,7008258,48.3833,-4.5,1.0,0.0,1.0
Calais ,4151060018,7009002,50.95,1.8667,0.0,1.0,0.0
Cand¨¦ ,4151060038,1032407,47.5667,-1.0333,1.0,0.0,1.0
Chamb¨¦ry ,4151060189,7008766,45.5667,5.9167,1.0,0.0,1.0
Chamonix-Mont-Blanc ,4151060200,1032562,45.9167,6.8667,0.0,1.0,0.0
Chartres ,4151060276,7008267,48.45,1.5,1.0,0.0,1.0
Cherbourg ,4151060384,7008211,49.6333,-1.6167,1.0,0.0,1.0
Clermont ,4151060445,1032695,49.3833,2.4333,0.0,1.0,0.0
Compi¨¨gne ,4151060500,7010575,49.4167,2.8333,0.0,1.0,0.0
Dieppe ,4151090057,7008922,49.9167,1.0833,0.0,1.0,0.0
Dijon ,4151090064,7008224,47.3333,5.0333,1.0,0.0,1.0
Fontainebleau ,4151150107,7008005,48.4,2.7,2.0,0.0,1.0
Fontenay-aux-Roses ,4151150120,1033144,48.7833,2.3,0.0,1.0,0.0
Grasse ,4151180157,7008767,43.6667,6.9333,0.0,1.0,0.0
Grenoble ,4151180169,7008759,45.1833,5.7167,2.0,0.0,1.0
Haute-Savoie ,4151210117,7002946,46,6.3333,0.0,1.0,0.0
Lorraine ,4151330002,7002888,49,6,1.0,0.0,1.0
La Rochelle ,4151330179,7009264,46.1667,-1.1667,0.0,1.0,0.0
Le Havre ,4151330274,7008927,49.5,.1,1.0,0.0,1.0
Limoges ,4151330452,7008410,45.8333,1.25,1.0,0.0,1.0
Lun¨¦ville ,4151330578,7009313,48.5833,6.5,1.0,0.0,1.0
Lyon ,4151330592,7008772,45.7667,4.8333,7.0,1.0,1.0
Loire Valley ,4151330596,4011586,47.168465,-1.273689,0.0,1.0,0.0
Le Mesnil-Th¨¦ribus ,4151330597,7029464,49.3,1.983,0.0,1.0,0.0
Menton ,4151360241,7009337,43.7833,7.5,0.0,1.0,0.0
Metz ,4151360282,7008418,49.1167,6.1833,1.0,0.0,1.0
Meudon ,4151360284,7009340,48.8167,2.25,0.0,1.0,0.0
Mirecourt ,4151360322,1034395,48.3,6.1333,1.0,0.0,1.0
Mulhouse ,4151360584,7012333,47.75,7.35,1.0,0.0,1.0
Neuilly-sur-Seine ,4151390048,7009402,48.8833,2.2667,0.0,2.0,0.0
Nevers ,4151390065,7008240,47,3.15,0.0,1.0,0.0
Nice ,4151390067,7008773,43.7,7.2667,0.0,5.0,0.0
Nohant-Vicq ,4151390093,7016434,46.6333,1.9667,0.0,1.0,0.0
Thomery ,4151390141,7029595,48.4,2.796,0.0,1.0,0.0
Oise ,4151420096,7002977,49.1,2.75,1.0,0.0,1.0
Paimb_uf ,4151450006,1034792,47.2833,-2.0167,1.0,0.0,1.0
Paris ,4151450026,7008038,48.8667,2.3333,59.0,108.0,0.0
Poligny ,4151450165,7009435,46.8333,5.7,1.0,0.0,1.0
Quimper ,4151480019,7008262,48,-4.1,0.0,1.0,0.0
Rixheim ,4151510086,7009471,47.75,7.4167,1.0,0.0,1.0
Romenay ,4151510128,1035130,46.5,5.05,1.0,0.0,1.0
Saint-Denis ,4151540116,7009706,48.95,2.3833,0.0,1.0,0.0
Sainte-Adresse ,4151540128,1035560,49.5167,.0833,0.0,1.0,0.0
Saint-Malo ,4151540335,7009645,48.65,-2,1.0,0.0,1.0
Saint-Sauveur-en-Puisaye ,4151540485,1035526,47.6333,3.2,1.0,0.0,1.0
Sassenage ,4151540590,1035636,45.2167,5.65,0.0,1.0,0.0
Sceaux ,4151540628,7007998,48.7833,2.3,0.0,1.0,0.0
S¨¨vres ,4151540700,7007999,48.8167,2.2167,0.0,1.0,0.0
Strasbourg ,4151540794,7012346,48.5833,7.75,1.0,0.0,1.0
Sucy-en-Brie ,4151540795,1035790,48.7667,2.5333,1.0,0.0,1.0
Tours ,4151570128,7008323,47.3833,.7,1.0,0.0,1.0
Versailles ,4151630142,7008070,48.8,2.1333,1.0,3.0,0.0
V¨¦theuil ,4151630158,7008041,49.0667,1.7,0.0,1.0,0.0
Bur¨¦ ,4151750005,7029394,48.516,.416,0.0,1.0,0.0
Charentay ,4151750008,7029521,46.083,4.683,0.0,1.0,0.0
Helsinki ,4152210016,7009880,60.1333,25,3.0,5.0,0.0
Pori ,4152450026,7009893,61.4667,21.75,1.0,0.0,1.0
Tampere ,4152570003,7009960,61.49781,23.76226,1.0,0.0,1.0
Vaasa ,4152630003,7009964,63.1,21.6,1.0,0.0,1.0
Germany ,4180000000,7000084,51.5,10.5,4.0,2.0,1.0
Ansbach ,4180000188,7004459,49.3,10.583333,1.0,0.0,1.0
Augsburg ,4180000256,7004324,48.366667,10.883333,1.0,0.0,1.0
Ballenstedt ,4180030152,1036412,51.716667,11.233333,1.0,2.0,0.0
Bamberg ,4180030154,7004325,49.866667,10.866667,1.0,0.0,1.0
Benediktbeuern ,4180030241,5001774,47.7,11.4,1.0,0.0,1.0
Berlin ,4180030287,7003712,52.516667,13.4,11.0,6.0,1.0
Blankenburg ,4180030378,7012401,51.783333,10.95,0.0,1.0,0.0
Bremen ,4180030543,7005286,53.083333,8.8,1.0,1.0,0.0
Chemnitz ,4180060023,7005951,50.833333,12.916667,1.0,0.0,1.0
Coburg ,4180060035,7004330,50.25,10.966667,1.0,0.0,1.0
Cologne ,4180060061,7004446,50.933333,6.95,5.0,3.0,1.0
Darmstadt ,4180090037,7004428,49.870556,8.649444,2.0,2.0,0.0
Dresden ,4180090203,7004455,51.05,13.75,2.0,9.0,0.0
Dusseldorf ,4180090230,7004443,51.216667,6.766667,2.0,2.0,0.0
Erfurt ,4180120177,7024031,50.983333,11.033333,1.0,0.0,1.0
Erlangen ,4180120189,7004332,49.589722,11.003889,1.0,0.0,1.0
Essen ,4180120219,7004905,51.45,6.95,0.0,1.0,0.0
Frankfurt am Main ,4180150093,7005293,50.116667,8.683333,4.0,5.0,0.0
Frankfurt an der Oder ,4180150094,7005972,52.35,14.55,1.0,0.0,1.0
Freiburg im Breisgau ,4180150114,7004423,48,7.85,0.0,1.0,0.0
Garmisch-Partenkirchen ,4180180025,7004701,47.5,11.1,0.0,1.0,0.0
Gera ,4180180083,7012815,50.866667,12.083333,0.0,1.0,0.0
Goch ,4180180165,1039284,51.666667,6.166667,1.0,0.0,1.0
Gotha ,4180180211,7005938,50.95,10.716667,1.0,0.0,1.0
G_ttingen ,4180180217,7005246,51.533333,9.933333,1.0,0.0,1.0
Gummersbach ,4180180396,1039376,51.033333,7.55,1.0,0.0,1.0
Hagen ,4180210017,7005154,51.35,7.466667,1.0,0.0,1.0
Hamburg ,4180210056,7005289,53.55,10,4.0,4.0,0.0
Hanover ,4180210070,7013260,52.366667,9.716667,2.0,0.0,1.0
Jena ,4180270013,7005973,50.933333,11.583333,1.0,0.0,1.0
Karlsruhe ,4180300045,7004424,49.004722,8.385833,1.0,0.0,1.0
Kiel ,4180300108,7004457,54.333333,10.133333,1.0,0.0,1.0
Kirchberg ,4180300119,1037067,50.616667,12.533333,0.0,1.0,0.0
Cleves ,4180300184,7012313,51.783333,6.15,0.0,1.0,0.0
Leipzig ,4180330144,7012329,51.3333,12.4167,3.0,4.0,0.0
Lubeck ,4180330314,7012327,53.866667,10.7,1.0,0.0,1.0
L¨¹denscheid ,4180330325,1039976,51.216667,7.616667,0.0,1.0,0.0
Ludwigsburg ,4180330329,7012585,48.9,9.183333,0.0,1.0,0.0
L¨¹tzen ,4180330357,7012328,51.25,12.133333,0.0,1.0,0.0
Mainz ,4180360021,7004449,50,8.271111,0.0,1.0,0.0
Mannheim ,4180360036,7005179,49.488333,8.464722,0.0,2.0,0.0
Marburg ,4180360043,7012330,50.816667,8.766667,1.0,0.0,1.0
Meissen ,4180360132,7012844,51.1667,13.4167,0.0,1.0,0.0
M_lln ,4180360238,1040184,53.633333,10.683333,0.0,1.0,0.0
Munich ,4180360300,7004333,48.15,11.583333,3.0,8.0,0.0
Murnau ,4180360323,7004704,47.683333,11.2,0.0,1.0,0.0
Nuremberg ,4180390285,7004334,49.447778,11.068333,8.0,5.0,1.0
Oberkirchen ,4180420025,1040565,51.166667,8.366667,1.0,0.0,1.0
Oldenburg ,4180420127,1003813,53.1333,8.2167,1.0,0.0,1.0
Ober-Kassel ,4180420225,1005250,51.233333,6.766667,0.0,1.0,0.0
Paderborn ,4180450001,7005101,51.716667,8.766667,1.0,0.0,1.0
Pforzheim ,4180450075,7012653,48.883333,8.7,1.0,0.0,1.0
Pirna ,4180450090,7012339,50.966667,13.933333,2.0,0.0,1.0
Potsdam ,4180450142,7004463,52.4,13.066667,1.0,0.0,1.0
Saarland ,4180540000,7003684,49.3333,7,1.0,0.0,1.0
Schmelz ,4180540171,1041120,49.433333,6.85,0.0,1.0,0.0
Schorndorf ,4180540247,1041140,48.8,9.533333,1.0,0.0,1.0
Schweinfurt ,4180540310,7004336,50.05,10.233333,1.0,0.0,1.0
Starnberg ,4180540506,7004712,48,11.35,0.0,2.0,0.0
Stockheim ,4180540559,1041332,50.333333,9.016667,0.0,1.0,0.0
Stuttgart ,4180540614,7004425,48.766667,9.183333,4.0,1.0,1.0
Trier ,4180570142,7004447,49.75,6.633333,1.0,0.0,1.0
Waiblingen ,4180660020,7012751,48.833333,9.3,1.0,0.0,1.0
Weimar ,4180660161,1041715,51.366667,9.4,1.0,2.0,0.0
Wiesbaden ,4180660319,7004432,50.083333,8.25,1.0,0.0,1.0
Worpswede ,4180660439,7005307,53.216667,8.933333,0.0,1.0,0.0
Wuppertal ,4180660462,7004943,51.266667,7.183333,1.0,0.0,1.0
W¨¹rzburg ,4180660468,7004335,49.787778,9.936111,1.0,0.0,1.0
Athens ,4181000086,7001393,37.983333,23.733333,2.0,1.0,1.0
Corfu ,4181060006,7010883,39.62,19.919722,1.0,0.0,1.0
Thessalon¨ªki ,4181570013,7011182,40.640278,22.943889,1.0,0.0,1.0
Budapest ,4210030029,7006280,47.5,19.05,6.0,5.0,1.0
Borota ,4210030031,7029486,46.263,19.22,1.0,0.0,1.0
Kiskunf¨¦legyh¨¢za ,4210300017,1042377,46.7,19.8667,1.0,0.0,1.0
P¨¦cs ,4210450007,7010506,46.0667,18.25,0.0,1.0,0.0
Republic of Ireland ,4240000000,1000078,53,-8,2.0,2.0,0.0
Cork ,4240060079,7007168,51.9,-8.4667,1.0,0.0,1.0
County Cork ,4240060093,7003497,51.9667,-8.5833,0.0,1.0,0.0
Dublin ,4240090025,7001306,53.3333,-6.25,8.0,11.0,0.0
D¨²n Laoghaire ,4240090036,7006878,53.2833,-6.1333,1.0,0.0,1.0
Dublin borough ,4240090046,7001304,53.3333,-6.25,1.0,1.0,0.0
Enniscorthy ,4240120006,1042794,52.5,-6.5667,1.0,0.0,1.0
Lucan ,4240330022,1042912,53.3667,-6.45,0.0,1.0,0.0
Manorhamilton ,4240360009,1042923,54.3,-8.1667,1.0,0.0,1.0
Thomastown ,4240570005,1043029,52.5167,-7.1333,1.0,1.0,0.0
Neskaupstadhur ,4241390002,1042543,65.1667,-13.7167,1.0,0.0,1.0
Reykjav¨ªk ,4241510002,7006270,64.15,-21.9667,0.0,1.0,0.0
Seydhisfj_rdhur ,4241540008,1042549,65.2667,-14.0333,1.0,0.0,1.0
Vestmannaeyjar ,4241630004,7006266,63.4167,-20.25,1.0,0.0,1.0
Italy ,4243000000,1000080,42.8333,12.8333,0.0,2.0,0.0
Bologna ,4243030226,7004847,44.483333,11.333333,3.0,2.0,1.0
Carpi ,4243060274,7004950,44.783333,10.883333,1.0,0.0,1.0
Castellammare di Stabia ,4243060410,7015639,40.7,14.483333,0.0,1.0,0.0
Cava de' Tirreni ,4243060531,7004573,40.7,14.7,1.0,0.0,1.0
Cremona ,4243060945,7005868,45.116667,10.033333,2.0,1.0,1.0
Ferrara ,4243150055,7004264,44.833333,11.583333,1.0,0.0,1.0
Fiesole ,4243150070,7006141,43.8,11.283333,0.0,1.0,0.0
Florence ,4243150091,7000457,43.766667,11.25,8.0,9.0,0.0
Forio ,4243150146,4003995,40.733333,13.85,0.0,1.0,0.0
Forno ,4243150162,1044675,46.35,11.6167,0.0,1.0,0.0
Genoa ,4243180088,7008546,44.416667,8.95,0.0,1.0,0.0
Gubbio ,4243180243,7005048,43.35,12.583333,1.0,0.0,1.0
La Spezia ,4243330054,7005362,44.116667,9.833333,1.0,0.0,1.0
Lodi ,4243330174,7006011,45.316667,9.5,0.0,1.0,0.0
Mantua ,4243360075,7005879,45.15,10.8,0.0,1.0,0.0
Milan ,4243360266,7005903,45.466667,9.2,2.0,2.0,0.0
Modena ,4243360307,7009565,44.666667,10.916667,0.0,1.0,0.0
Naples ,4243390002,7004474,40.833333,14.25,2.0,1.0,1.0
Palermo ,4243450044,7003928,38.116667,13.366667,0.0,1.0,0.0
Parma ,4243450082,7004942,44.8,10.333333,1.0,0.0,1.0
Perosa Argentina ,4243450137,1045926,44.966667,7.166667,1.0,0.0,1.0
Perugia ,4243450142,7000526,43.133333,12.366667,0.0,1.0,0.0
Piacenza ,4243450174,7004939,45.016667,9.666667,1.0,1.0,0.0
Piove di Sacco ,4243450260,7003082,45.2975,12.042778,1.0,0.0,1.0
Rome ,4243510165,7000874,41.9,12.483333,11.0,14.0,0.0
Sacile ,4243540007,7005537,45.955278,12.501944,1.0,0.0,1.0
San Remo ,4243540268,7005354,43.816667,7.766667,0.0,2.0,0.0
Turin ,4243570114,7005688,45.05,7.666667,3.0,2.0,1.0
Trieste ,4243570218,7005539,45.648611,13.78,2.0,0.0,1.0
Udine ,4243600003,7005139,46.061944,13.242222,2.0,0.0,1.0
Venice ,4243630105,7018159,45.438611,12.326667,3.0,6.0,0.0
Jersey island ,4271270000,7005254,49.21283,-2.13317,0.0,1.0,0.0
Liep¨¡ja ,4330330007,7006474,56.5167,21.0167,1.0,0.0,1.0
R¨©ga ,4330510006,7006484,56.8833,24.1333,1.0,0.0,1.0
Kaunas ,4332300012,7006538,54.8667,23.9167,2.0,0.0,1.0
Chi_in_u ,4363060018,7010335,47,28.8333,1.0,0.0,1.0
Netherlands ,4390000000,7016845,52.5,5.75,0.0,1.0,0.0
Aardenburg ,4390000004,1047597,51.283333,3.45,0.0,1.0,0.0
Amersfoort ,4390000025,7006922,52.15,5.383333,1.0,0.0,1.0
Amsterdam ,4390000029,7006952,52.35,4.916667,13.0,9.0,1.0
Arnhem ,4390000037,7006876,51.983333,5.916667,0.0,1.0,0.0
Bergen ,4390030027,7007058,52.666667,4.7,0.0,1.0,0.0
Blaricum ,4390030045,1047658,52.283333,5.25,0.0,1.0,0.0
Delft ,4390090010,7006804,52,4.366667,1.0,0.0,1.0
Domburg ,4390090035,7006751,51.566667,3.5,0.0,1.0,0.0
Dordrecht ,4390090040,7006798,51.8,4.666667,2.0,1.0,1.0
Ede ,4390120003,1047745,52.033333,5.666667,0.0,1.0,0.0
Gouda ,4390180024,7006805,52.016667,4.7,1.0,0.0,1.0
Groningen ,4390180033,7006984,53.216667,6.55,2.0,2.0,0.0
Haarlem ,4390210003,7007048,52.366667,4.65,0.0,1.0,0.0
Hengelo ,4390210039,7006935,52.266667,6.8,1.0,1.0,0.0
Hoorn ,4390210067,7007056,52.65,5.066667,0.0,1.0,0.0
Hague, The ,4390210077,7006810,52.083333,4.3,5.0,6.0,0.0
Kampen ,4390300002,7006948,52.55,5.916667,1.0,1.0,0.0
Katwijk aan Zee ,4390300005,7006814,52.2,4.416667,1.0,0.0,1.0
Laren ,4390330005,7007044,52.25,5.233333,0.0,3.0,0.0
Leeuwarden ,4390330010,7007006,53.2,5.783333,1.0,1.0,0.0
Loenen ,4390330026,1047921,52.116667,6.016667,1.0,1.0,0.0
Oosterbeek ,4390420015,7006886,51.983333,5.85,0.0,1.0,0.0
Oosterhout ,4390420017,7006830,51.65,4.883333,1.0,0.0,1.0
Rotterdam ,4390510029,7006792,51.916667,4.5,1.0,1.0,0.0
Soest ,4390540050,7006928,52.183333,5.3,1.0,0.0,1.0
Tilburg ,4390570011,7006831,51.55,5.116667,1.0,0.0,1.0
Utrecht ,4390600014,7006926,52.083333,5.133333,2.0,1.0,1.0
Uitdam ,4390600015,7029488,52.416667,5.066667,0.0,1.0,0.0
Voorburg ,4390630035,7006811,52.066667,4.366667,0.0,1.0,0.0
Weesp ,4390660019,1048226,52.316667,5.033333,0.0,1.0,0.0
Zwolle ,4390750033,7007077,52.5,6.083333,2.0,0.0,1.0
Holmestrand ,4391210023,1048582,59.4833,10.3,1.0,0.0,1.0
Oslo ,4391420014,7009573,59.9333,10.75,1.0,3.0,0.0
Stavanger ,4391540047,7009594,58.9667,5.75,1.0,0.0,1.0
Trondheim ,4391570017,7009596,63.2,9.75,0.0,1.0,0.0
Bia_a ,4450030014,1048915,50.3833,17.65,1.0,0.0,1.0
Bia_ystok ,4450030023,7007545,53.15,23.1667,1.0,0.0,1.0
Gda¨½sk ,4450180004,7007660,54.3667,18.6833,1.0,1.0,0.0
Kalisz ,4450300003,7007681,53.3,15.9167,1.0,0.0,1.0
Cracow ,4450300083,7007652,50.05,19.9167,3.0,1.0,1.0
_¨®d_ ,4450330040,7007580,51.8167,19.4667,0.0,1.0,0.0
O_wie_cim ,4450420039,7013310,50.0333,19.2333,0.0,1.0,0.0
Sanok ,4450540004,1049445,49.5667,22.2,1.0,0.0,1.0
_winouj_cie ,4450540113,1048858,53.8833,14.2333,1.0,0.0,1.0
Trzcianka ,4450570018,1049543,53.05,16.4667,1.0,0.0,1.0
Warsaw ,4450660012,7007833,52.25,21,4.0,2.0,1.0
_bidos ,4451420000,4000244,39.35,-9.15,0.0,1.0,0.0
Porto ,4451450034,7010979,41.1667,-8.5833,0.0,1.0,0.0
Bucharest ,4511030048,7001804,44.4333,26.1,2.0,2.0,0.0
A Coru_a ,4540000007,7007904,43.366667,-8.383333,1.0,0.0,1.0
Aranjuez ,4540000130,7007284,40.033333,-3.6,0.0,1.0,0.0
Barcelona ,4540030022,7007426,41.398371,2.1741,2.0,1.0,1.0
Catalonia ,4540060004,7030216,41.6667,1.5,1.0,0.0,1.0
C¨¢diz ,4540060016,7007512,36.533611,-6.299444,1.0,0.0,1.0
