city,cityID,TGNID,latitude,longitude,birth,death,bir_sour
Tabr¨©z ,3243570003,7002156,38.0833,46.3,3.0,1.0,1.0
Akita ,3271000048,7004842,39.7333,140.0833,0.0,1.0,0.0
Awaji ,3271000130,1079845,34.5833,135.0167,1.0,0.0,1.0
Aichi prefecture ,3271000144,7016579,35,137.25,1.0,0.0,1.0
Hagi ,3271210012,7004483,34.4167,131.3667,0.0,1.0,0.0
Hara ,3271210048,1140365,35.9667,138.2333,1.0,1.0,0.0
Harima ,3271210053,1080057,34.7,134.8833,2.0,0.0,1.0
Kameoka ,3271300041,1080377,35.0333,135.5833,1.0,0.0,1.0
Kuwana ,3271300430,7004602,35.0667,136.6667,0.0,1.0,0.0
Kyoto ,3271300435,7004603,35,135.75,15.0,17.0,0.0
Kumamoto prefecture ,3271300441,1000997,32.5,130.6667,0.0,1.0,0.0
Nagasaki ,3271390020,7004735,32.75,129.8667,0.0,1.0,0.0
Nanao ,3271390088,1080963,37.05,136.9667,1.0,0.0,1.0
Nagasaki prefecture ,3271390207,7000276,32.8333,129.9167,2.0,0.0,1.0
_saka ,3271420146,7004756,34.6667,135.5,1.0,0.0,1.0
Osaka ,3271420147,1081126,35.95,137.2833,3.0,0.0,1.0
Shido ,3271540130,1081282,34.3167,134.1667,1.0,0.0,1.0
Shiga prefecture ,3271540286,7000277,35.25,136,1.0,0.0,1.0
Tokyo ,3271570170,7004472,35.75,139.5,7.0,15.0,0.0
Madrid ,3451360015,1084386,9.25,125.9833,0.0,1.0,0.0
Russia ,3510000000,7002435,60,47,1.0,0.0,1.0
Arkhangelskoye ,3510000275,1137219,53.25,37.7333,0.0,1.0,0.0
Dol'skoye ,3510090109,1053665,54.7833,36.4333,1.0,0.0,1.0
Kaliningrad ,3510300047,7013050,54.6667,20.5,4.0,0.0,1.0
Kholmogory ,3510300363,1053364,64.2,41.7,1.0,1.0,0.0
Kostroma ,3510300722,7010179,57.7667,40.9833,1.0,1.0,0.0
Moscow ,3510360392,7012974,55.75,37.7,7.0,5.0,1.0
Saint Petersburg ,3510540053,7010273,59.8833,30.25,2.0,20.0,0.0
Solikamsk ,3510540530,1059594,59.6667,56.75,1.0,0.0,1.0
Tobol'sk ,3510570209,7014917,58.25,68.2,1.0,0.0,1.0
Mecca ,3540360005,7003870,21.45,39.8167,0.0,1.0,0.0
Syria ,3543000000,1000140,35,38,1.0,0.0,1.0
Aleppo ,3543000102,7002252,36.2333,37.1667,0.0,1.0,0.0
Damascus ,3543090021,7002261,33.5,36.3167,1.0,0.0,1.0
Haenam ,3544210001,1082233,34.5833,126.5833,1.0,1.0,0.0
Turkey ,3573000000,1000144,39,35,0.0,1.0,0.0
Istanbul ,3573240047,7002473,41.0333,28.95,0.0,5.0,0.0
Trabzon ,3573570050,7002631,41,39.7167,1.0,0.0,1.0
Uzbekistan ,3601000000,7006661,41,64,1.0,0.0,1.0
Bukhara ,3601030010,7016820,39.5,64.5,0.0,1.0,0.0
Brabant ,4000030003,7003463,54.322554,4.30165,1.0,0.0,1.0
Flanders, historical ,4000150000,7024097,49.8333,5.3333,5.0,0.0,1.0
Illyria ,4000240000,7016683,54.322554,4.30165,1.0,0.0,1.0
Lorraine ,4000330004,7024272,49,6,1.0,0.0,1.0
Lower Rhine ,4000330007,7013246,54.322554,4.30165,1.0,0.0,1.0
Prussia ,4000450005,7016786,54.322554,4.30165,1.0,0.0,1.0
Silesia ,4000540003,7007552,50.864519,16.82592,1.0,1.0,0.0
Austria ,4002000000,1000062,47.3333,13.3333,2.0,1.0,1.0
Admont ,4002000007,7003114,47.5833,14.4667,0.0,1.0,0.0
Annaberg ,4002000032,7003393,47.8833,15.4,1.0,0.0,1.0
Bad Sankt Leonhard im Lavanttal ,4002030016,7003060,46.9667,14.8,0.0,1.0,0.0
Brunn am Gebirge ,4002030053,1025470,48.1167,16.2833,0.0,1.0,0.0
Brunn ,4002030057,7030577,46.75,15.316,0.0,1.0,0.0
Engelhartszell ,4002120024,1025512,48.5167,13.75,0.0,1.0,0.0
Feldkirch ,4002150006,7003119,47.25,9.6333,1.0,0.0,1.0
Friedberg ,4002150029,1025550,47.45,16.05,1.0,0.0,1.0
G_tzens ,4002180032,4004172,47.236031,11.31134,1.0,0.0,1.0
Graz ,4002180039,7003097,47.0833,15.3667,4.0,4.0,0.0
Hall in Tirol ,4002210012,1025641,47.2833,11.5167,2.0,2.0,0.0
Heiligenkreuz ,4002210026,4004909,48.05608,16.12797,0.0,1.0,0.0
Helfenberg ,4002210029,1025651,48.55,14.15,1.0,0.0,1.0
Imst ,4002240002,7003250,47.2333,10.75,2.0,0.0,1.0
Innsbruck ,4002240006,7003249,47.2667,11.4,18.0,11.0,1.0
Kitzb¨¹hel ,4002300029,7003244,47.45,12.3833,2.0,2.0,0.0
Klagenfurt ,4002300030,7003084,46.6333,14.3333,1.0,0.0,1.0
Kufstein ,4002300059,7016924,47.6,12.1833,1.0,0.0,1.0
Linz ,4002330044,7003199,48.3167,14.3,1.0,2.0,0.0
Mauerkirchen ,4002360027,1025838,48.1833,13.1333,1.0,0.0,1.0
Mondsee ,4002360056,7003277,47.8667,13.35,0.0,1.0,0.0
Ober_sterreich ,4002420000,7003026,48.25,14,0.0,1.0,0.0
Osttirol ,4002420027,1112109,46.9167,12.5,1.0,0.0,1.0
Pfunds ,4002450022,1025947,46.9667,10.5667,1.0,1.0,0.0
Reutte ,4002510032,7003253,47.5,10.7333,3.0,2.0,1.0
Ried im Innkreis ,4002510034,7003281,48.2167,13.4833,2.0,2.0,0.0
Salzburg ,4002540006,7003256,47.8,13.05,6.0,5.0,1.0
Sankt Martin ,4002540033,1026038,47.4667,13.3833,1.0,0.0,1.0
Sankt P_lten ,4002540044,7003190,48.2,15.6167,0.0,1.0,0.0
Schwaz ,4002540080,7003247,47.35,11.7333,0.0,1.0,0.0
See ,4002540084,1026079,47.3,10.9667,1.0,0.0,1.0
Stams ,4002540127,7003252,47.2667,10.9833,0.0,1.0,0.0
Steyr ,4002540136,7003303,48.0667,14.4167,1.0,0.0,1.0
Telfs ,4002570007,7003251,47.3167,11.0833,1.0,0.0,1.0
Th_rl ,4002570017,1026143,47.5333,15.2167,1.0,0.0,1.0
Villach ,4002630006,7003232,46.6167,13.85,0.0,1.0,0.0
Vils ,4002630007,1026185,47.5667,10.6167,0.0,1.0,0.0
Vienna ,4002630021,7003321,48.2167,16.3667,23.0,80.0,0.0
Wels ,4002660029,7012348,48.1667,14.0333,0.0,1.0,0.0
Wolfsberg ,4002660055,7003063,46.8333,14.8333,1.0,0.0,1.0
Ebenfurth ,4002750017,7029518,47.866,16.366,1.0,0.0,1.0
Berat province ,4003030000,7006424,40.7,19.95,1.0,0.0,1.0
Durr_s ,4003090003,7010750,41.3,19.4667,1.0,0.0,1.0
Belgium ,4031000000,1000063,50.8333,4,1.0,1.0,0.0
Aalst ,4031000001,7006843,50.936041,4.035499,1.0,0.0,1.0
Antwerp ,4031000019,7007856,51.213886,4.401514,248.0,172.0,1.0
Arendonk ,4031000021,1026290,51.316667,5.083333,0.0,1.0,0.0
Antwerpen province ,4031000036,7003456,51.166667,4.833333,0.0,1.0,0.0
Baarle-Hertog ,4031030001,1026306,51.45,4.933333,1.0,0.0,1.0
Berchem ,4031030021,7008822,50.8167,4.4333,0.0,1.0,0.0
Berchem ,4031030022,1136644,51.196044,4.423119,1.0,0.0,1.0
Bruges ,4031030066,7007867,51.210933,3.225971,10.0,12.0,0.0
Brussels ,4031030068,7007868,50.833333,4.333333,37.0,37.0,0.0
Comblain-au-Pont ,4031060012,1026374,50.466667,5.583333,1.0,0.0,1.0
Dendermonde ,4031090006,7007872,51.028691,4.101059,1.0,0.0,1.0
Deurne ,4031090013,1026393,51.221343,4.465948,0.0,1.0,0.0
Diest ,4031090015,7007874,50.983333,5.05,1.0,0.0,1.0
Dinant ,4031090019,7007875,50.264655,4.923573,1.0,1.0,0.0
Duffel ,4031090023,7007876,51.095756,4.501418,1.0,0.0,1.0
Flanders ,4031150000,7018236,51.096245,4.22834,1.0,0.0,1.0
Ghent ,4031180010,7007887,51.05,3.716667,21.0,14.0,1.0
Herentals ,4031210029,7007892,51.176551,4.832476,3.0,0.0,1.0
Huy ,4031210055,7007896,50.523582,5.241276,1.0,1.0,0.0
Ypres ,4031240001,7007899,50.851142,2.885688,4.0,2.0,1.0
Courtrai ,4031300020,7007934,50.824053,3.267595,4.0,0.0,1.0
Louvain ,4031330020,7007949,50.883333,4.7,5.0,3.0,1.0
Li¨¨ge ,4031330028,7007945,50.638674,5.570228,17.0,10.0,1.0
Lier ,4031330029,7016996,51.131282,4.570415,2.0,1.0,1.0
Maaseik ,4031360000,7007951,51.1,5.8,2.0,0.0,1.0
Mechelen ,4031360016,7008736,51.028298,4.479327,30.0,11.0,1.0
Meulebeke ,4031360031,1026607,50.951356,3.288044,1.0,0.0,1.0
Mons ,4031360041,7007961,50.3,3.9667,3.0,4.0,0.0
Namur ,4031390003,7007960,50.469923,4.82577,2.0,1.0,1.0
Oudenaarde ,4031420019,7007972,50.851684,3.608914,1.0,0.0,1.0
Saint Truiden ,4031540014,7008735,50.816788,5.18647,2.0,0.0,1.0
Soignies ,4031540037,1026742,50.579416,4.070123,1.0,0.0,1.0
Tilff ,4031570013,1026763,50.566667,5.583333,1.0,0.0,1.0
Tournai ,4031570018,7008002,50.60715,3.389321,3.0,1.0,1.0
B¨ªlina ,4060030010,1027066,50.5333,13.8,1.0,0.0,1.0
Brno ,4060030039,7011840,49.2167,16.6667,2.0,1.0,1.0
Bohemia ,4060030057,7006470,49.3333,14.5,1.0,0.0,1.0
Cheb ,4060060021,7010618,50.1333,12.4667,1.0,0.0,1.0
Chomutov ,4060060026,1027132,50.45,13.4333,1.0,0.0,1.0
Hole_ov ,4060210013,1027200,49.3333,17.5833,1.0,0.0,1.0
Karlovy Vary ,4060300007,7011521,50.2167,12.8667,0.0,1.0,0.0
Kutn¨¢ Hora ,4060300058,7011655,49.95,15.25,0.0,1.0,0.0
Moravia ,4060360032,7006467,49.803795,15.475265,1.0,0.0,1.0
Olomouc ,4060420001,7011841,49.6333,17.25,1.0,1.0,0.0
Pacov ,4060450000,1027455,49.4833,15.0167,0.0,1.0,0.0
Prague ,4060450028,7006464,50.1,14.4333,12.0,28.0,0.0
Severocesky Kraj ,4060540000,1003527,50.5833,14.25,1.0,0.0,1.0
Silesia ,4060540022,4010532,49.803795,15.475265,1.0,0.0,1.0
Tova_ov ,4060570012,4011311,49.4333,17.2833,0.0,1.0,0.0
_st¨ª nad Labem ,4060600016,1027001,50.6833,14,1.0,0.0,1.0
Croatia ,4061000000,7006663,45.1667,15.5,2.0,0.0,1.0
Kor_ula ,4061300015,7015511,42.95,17.1333,0.0,1.0,0.0
Lepoglava ,4061330002,4006310,46.2167,16.0333,0.0,1.0,0.0
_ibenik ,4061540007,7015447,43.75,15.9167,2.0,2.0,0.0
Solin ,4061540017,7017320,43.55,16.5,0.0,1.0,0.0
Split ,4061540018,7015546,43.5167,16.4667,0.0,1.0,0.0
Vrana ,4061630025,7024750,44.266,14.8,1.0,0.0,1.0
Zadar ,4061750003,7015549,44.1167,15.2333,2.0,0.0,1.0
Denmark ,4090000000,1000066,56,10,2.0,3.0,0.0
Aarhus ,4090000020,7003442,56.1667,10.2167,1.0,0.0,1.0
Copenhagen ,4090060002,7003474,55.7167,12.5667,16.0,31.0,0.0
Haraldsted ,4090210010,1027874,55.5,11.7833,1.0,0.0,1.0
Helsing_r ,4090210033,7003553,56.05,12.6333,2.0,1.0,1.0
Hiller_d ,4090210044,7003556,55.9333,12.3167,1.0,0.0,1.0
Lyngby ,4090330031,4006684,55.722735,12.555265,0.0,1.0,0.0
Sor_ ,4090540059,7003597,55.4333,11.5667,0.0,1.0,0.0
Estonia ,4120000000,7006540,59,26,1.0,0.0,1.0
Tallinn ,4120570001,7006629,59.433,24.728,2.0,1.0,1.0
France ,4151000000,1000070,46,2,4.0,2.0,1.0
Abbeville ,4151000005,7010587,50.1,1.8333,9.0,1.0,1.0
Agen ,4151000024,7008189,44.2,.6333,1.0,0.0,1.0
Agnetz ,4151000025,5001495,49.3833,2.3833,1.0,0.0,1.0
L'Aigle ,4151000032,1033561,48.7667,.6333,1.0,0.0,1.0
Aigues-Mortes ,4151000038,7008369,43.5667,4.1833,1.0,0.0,1.0
Aix-en-Provence ,4151000064,7010786,43.5167,5.45,10.0,13.0,0.0
Amboise ,4151000123,7008272,47.4167,1,2.0,1.0,1.0
Amiens ,4151000131,7010588,49.9,2.3,5.0,1.0,1.0
Les Andelys ,4151000148,1033969,49.25,1.4333,1.0,0.0,1.0
Angers ,4151000159,7008480,47.4833,-.5333,4.0,4.0,0.0
Annecy ,4151000175,7012322,45.9,6.1167,1.0,0.0,1.0
Argenteuil ,4151000228,7008019,48.95,2.25,1.0,0.0,1.0
Arles ,4151000241,7008775,43.6833,4.6333,5.0,1.0,1.0
Arpajon ,4151000253,7008660,48.5833,2.25,0.0,1.0,0.0
Arras ,4151000257,7008468,50.2833,2.7667,1.0,0.0,1.0
Auch ,4151000306,7008672,43.6667,.6,1.0,1.0,0.0
Aumale ,4151000326,1031913,49.7667,1.75,1.0,1.0,0.0
Avignon ,4151000374,7008799,43.9333,4.8,16.0,15.0,1.0
Avon ,4151000380,1031954,48.4,2.7167,1.0,0.0,1.0
Aude ,4151000409,7002904,43.0833,2.5,1.0,0.0,1.0
Burgundy region ,4151030001,7002875,47,4.5167,1.0,0.0,1.0
Brittany ,4151030002,7012216,48,-3.0167,1.0,0.0,1.0
Bagnolet ,4151030011,7008934,48.8667,2.4167,2.0,0.0,1.0
Bar-le-Duc ,4151030052,7008983,48.7667,5.1667,1.0,0.0,1.0
Bayeux ,4151030085,7008208,49.2667,-.7,4.0,2.0,1.0
Bayonne ,4151030087,7008192,43.5,-1.4667,0.0,1.0,0.0
Beauvais ,4151030136,7010570,49.4333,2.0833,2.0,1.0,1.0
Bergues ,4151030191,7008455,50.9667,2.4333,0.0,1.0,0.0
Bernay ,4151030194,7008949,49.1,.6,2.0,1.0,1.0
Besan_on ,4151030207,7008356,47.2333,6.0333,6.0,3.0,1.0
B¨¦thune ,4151030221,7008986,50.5333,2.6333,1.0,0.0,1.0
Blois ,4151030294,7008320,47.6,1.3333,4.0,2.0,1.0
Bologne ,4151030322,1032204,48.2,5.1333,1.0,0.0,1.0
Bordeaux ,4151030351,7008161,44.8333,-.5667,2.0,4.0,0.0
Boulange ,4151030371,4001733,49.3833,5.95,1.0,0.0,1.0
Boulogne ,4151030378,7016632,50.7167,1.6167,1.0,2.0,0.0
Bourges ,4151030399,7017415,47.0833,2.3833,2.0,2.0,0.0
Brest ,4151030468,7008258,48.3833,-4.5,2.0,1.0,1.0
Brignoles ,4151030497,1032328,43.4167,6.05,2.0,1.0,1.0
Caen ,4151060011,7008209,49.1833,-.3667,5.0,4.0,1.0
Cahors ,4151060013,7008446,44.4667,.4333,1.0,0.0,1.0
Cambrai ,4151060028,7008456,50.1667,3.2333,1.0,0.0,1.0
Ch_lons-sur-Marne ,4151060181,7008339,48.9667,4.3667,7.0,1.0,1.0
Champagne ,4151060204,7008581,45.2667,4.8,1.0,0.0,1.0
Champigneulles ,4151060222,7009016,48.7333,6.1667,1.0,0.0,1.0
Charenton-le-Pont ,4151060254,7007614,48.8167,2.4167,0.0,1.0,0.0
Chartres ,4151060276,7008267,48.45,1.5,3.0,2.0,1.0
Ch_teaudun ,4151060285,7008268,48.0667,1.3333,1.0,0.0,1.0
Ch_teau-Thierry ,4151060309,7009027,49.05,3.4,1.0,0.0,1.0
Ch_tenay-Malabry ,4151060321,7007981,48.7667,2.3,0.0,1.0,0.0
la Ch_tre ,4151060341,1033613,46.5833,1.9833,1.0,0.0,1.0
Chaumont ,4151060350,7009035,48.1167,5.1333,2.0,0.0,1.0
Chaumont-sur-Loire ,4151060354,1032635,47.4833,1.1833,0.0,1.0,0.0
Clermont ,4151060445,1032695,49.3833,2.4333,1.0,0.0,1.0
Cognac ,4151060463,7008568,45.7,-.3167,1.0,0.0,1.0
Colmar ,4151060476,7008119,48.0833,7.35,3.0,1.0,1.0
Corbigny ,4151060538,1032762,47.25,3.6667,1.0,0.0,1.0
Coulommiers ,4151060583,1032791,48.8167,3.0833,1.0,0.0,1.0
Coutances ,4151060629,7008215,49.05,-1.4833,0.0,1.0,0.0
Corr¨¨ze ,4151060724,7002922,45.3333,1.8333,1.0,0.0,1.0
Dieppe ,4151090057,7008922,49.9167,1.0833,4.0,0.0,1.0
Dijon ,4151090064,7008224,47.3333,5.0333,3.0,5.0,0.0
D_le ,4151090076,7009146,47.0833,5.5,2.0,0.0,1.0
Douai ,4151090106,7008458,50.3667,3.0833,3.0,1.0,1.0
Dreux ,4151090128,7008269,48.7333,1.3833,1.0,0.0,1.0
Dunkirk ,4151090141,7010042,51.0333,2.3833,1.0,1.0,0.0
Ermont ,4151120072,1033027,49,2.25,0.0,1.0,0.0
Etampes-sur-Marne ,4151120105,4003736,49.034389,3.42048,1.0,0.0,1.0
Eu ,4151120113,7009169,50.05,1.4167,4.0,0.0,1.0
_vreux ,4151120125,7008924,49.05,1.1833,0.0,1.0,0.0
Falaise ,4151150005,7009173,48.9,-.1833,1.0,0.0,1.0
Ferri¨¨res-en-Brie ,4151150047,1033091,48.8167,2.7167,1.0,0.0,1.0
Fontainebleau ,4151150107,7008005,48.4,2.7,4.0,8.0,0.0
Gennevilliers ,4151180049,7009201,48.9333,2.2833,0.0,1.0,0.0
Gra_ay ,4151180130,1033315,47.15,1.85,1.0,0.0,1.0
Gray ,4151180165,7008357,47.45,5.5833,1.0,0.0,1.0
Grenoble ,4151180169,7008759,45.1833,5.7167,1.0,0.0,1.0
Hesdin ,4151210067,7008475,50.3667,2.05,1.0,0.0,1.0
Hondschoote ,4151210084,7009234,50.9833,2.5833,0.0,1.0,0.0
Ivry-sur-Seine ,4151240036,7009242,48.8167,2.3833,1.0,0.0,1.0
Joigny ,4151270023,7008253,47.9833,3.4,1.0,0.0,1.0
Lorraine ,4151330002,7002888,49,6,3.0,0.0,1.0
Langres ,4151330148,7008343,47.8833,5.3333,6.0,2.0,1.0
Languedoc ,4151330149,7002884,43.134191,1.666322,1.0,0.0,1.0
Laon ,4151330158,7010220,49.5667,3.6167,3.0,0.0,1.0
Laval ,4151330220,7008490,48.0667,-.75,1.0,0.0,1.0
Le Havre ,4151330274,7008927,49.5,.1,2.0,0.0,1.0
Le Mans ,4151330282,7008494,48,.2,2.0,0.0,1.0
Lemberg ,4151330286,1033960,49.0167,7.3833,1.0,0.0,1.0
Le Puy ,4151330323,7008205,45.05,3.8833,2.0,0.0,1.0
Lille ,4151330448,7008461,50.65,3.0833,6.0,2.0,1.0
Limoges ,4151330452,7008410,45.8333,1.25,1.0,1.0,0.0
Lisieux ,4151330465,7008212,49.15,.2333,0.0,1.0,0.0
Lisle-sur-Tarn ,4151330471,4006432,43.8667,1.8,1.0,0.0,1.0
Loire ,4151330497,1034084,45.55,4.8,1.0,0.0,1.0
Lorette ,4151330530,1034110,45.5167,4.5833,0.0,1.0,0.0
Loury ,4151330554,1034127,48,2.0833,1.0,0.0,1.0
Lun¨¦ville ,4151330578,7009313,48.5833,6.5,3.0,2.0,1.0
Lyon ,4151330592,7008772,45.7667,4.8333,21.0,14.0,1.0
Landes ,4151330598,7002957,44,-.8667,0.0,1.0,0.0
Magny-en-Vexin ,4151360013,1034190,49.15,1.7833,1.0,0.0,1.0
Mane ,4151360059,4006851,43.9333,5.75,1.0,0.0,1.0
Mantes-la-Jolie ,4151360064,7008063,48.9833,1.7167,1.0,0.0,1.0
Marly ,4151360127,1034277,50.35,3.55,0.0,2.0,0.0
Marseilles ,4151360152,7008781,43.3,5.3667,8.0,7.0,1.0
Maubeuge ,4151360178,7009331,50.2833,3.9667,1.0,0.0,1.0
Mayenne ,4151360204,7008491,48.3,-.6167,1.0,0.0,1.0
Mazerolles-du-Raz¨¨s ,4151360213,4007036,43.138981,2.07148,1.0,0.0,1.0
Metz ,4151360282,7008418,49.1167,6.1833,7.0,1.0,1.0
Meung-sur-Loire ,4151360286,1034371,47.8333,1.7,1.0,0.0,1.0
Mirecourt ,4151360322,1034395,48.3,6.1333,1.0,0.0,1.0
Mons ,4151360364,1034426,43.6833,6.5333,0.0,1.0,0.0
Montaigu ,4151360369,1034439,46.9667,-1.3,0.0,1.0,0.0
Montb¨¦liard ,4151360384,7009347,47.5167,6.8,1.0,0.0,1.0
Montbrison ,4151360389,1034454,45.6167,4.0667,1.0,0.0,1.0
Montdidier ,4151360404,7009351,49.65,2.5833,1.0,0.0,1.0
Montfort-l'Amaury ,4151360420,7009356,48.7833,1.8167,1.0,0.0,1.0
Montpellier ,4151360478,7009369,43.6,3.8833,8.0,8.0,0.0
Morteau ,4151360538,7009379,47.05,6.5833,1.0,0.0,1.0
Moulins ,4151360554,7008198,46.5667,3.3333,6.0,4.0,1.0
Mulhouse ,4151360584,7012333,47.75,7.35,2.0,1.0,1.0
Nancy ,4151390005,7008412,48.7,6.2,19.0,11.0,1.0
Nantes ,4151390011,7008482,47.2333,-1.5833,2.0,1.0,1.0
Nesle ,4151390031,1034633,49.75,2.9167,0.0,1.0,0.0
Nice ,4151390067,7008773,43.7,7.2667,2.0,1.0,1.0
N_mes ,4151390073,7008371,43.8333,4.35,4.0,1.0,1.0
Nogent-le-Rotrou ,4151390088,1034676,48.3167,.8333,1.0,0.0,1.0
Normandy ,4151390110,7002886,49.126305,-0.074555,1.0,0.0,1.0
Noyon ,4151390131,7010580,49.5833,3,1.0,0.0,1.0
Orgelet-le-Bourget ,4151420043,1034748,46.5167,5.6167,1.0,0.0,1.0
Orl¨¦ans ,4151420054,7008337,47.9,1.9,7.0,1.0,1.0
Paris ,4151450026,7008038,48.8667,2.3333,307.0,483.0,0.0
Parthenay ,4151450028,1034809,46.65,-.2333,2.0,1.0,1.0
Perpignan ,4151450068,7008383,42.7,2.9,2.0,0.0,1.0
Pithiviers ,4151450124,1034868,48.1667,2.25,1.0,0.0,1.0
Plaisance ,4151450128,5000306,43.606361,0.04834,0.0,1.0,0.0
Poissy ,4151450159,7008066,48.9333,2.0333,0.0,1.0,0.0
Poitiers ,4151450160,7017418,46.5833,.3333,2.0,0.0,1.0
Poitou ,4151450161,7002891,45.118085,-0.020167,1.0,0.0,1.0
Pontarlier ,4151450176,7009439,46.9,6.3333,1.0,0.0,1.0
Puget-sur Argens ,4151450282,1034997,43.45,6.6833,1.0,0.0,1.0
Quimper ,4151480019,7008262,48,-4.1,1.0,1.0,0.0
Rheims ,4151510033,7011060,49.25,4.0333,4.0,0.0,1.0
Rennes ,4151510041,7008263,48.1,-1.6667,0.0,2.0,0.0
Rethel ,4151510046,7009464,49.5167,4.3667,1.0,0.0,1.0
Ribemont ,4151510062,1035081,49.8,3.4667,1.0,0.0,1.0
Rochefort ,4151510096,7009474,45.95,-.9667,1.0,1.0,0.0
Rocroi ,4151510112,7009475,49.9333,4.5167,1.0,0.0,1.0
Romenay ,4151510128,1035130,46.5,5.05,0.0,1.0,0.0
Rouen ,4151510159,7008929,49.4333,1.0833,16.0,6.0,1.0
Saint-Beno_t ,4151540068,1035265,48.6667,1.9167,1.0,0.0,1.0
Saint-Claude ,4151540103,7009615,46.3833,5.8667,1.0,1.0,0.0
Saint-Denis ,4151540116,7009706,48.95,2.3833,0.0,2.0,0.0
Sainte-Menehould ,4151540155,1035583,49.0833,4.9,1.0,0.0,1.0
Saint-Germain-en-Laye ,4151540226,7018796,48.8833,2.0667,1.0,3.0,0.0
Saint-Gilles-du-Gard ,4151540242,7008349,43.676762,4.42984,1.0,0.0,1.0
Saint-Hippolyte ,4151540255,1136805,47.3167,6.8167,2.0,0.0,1.0
Saint Jean-d'Ang¨¦ly ,4151540263,7009634,45.95,-.5167,1.0,0.0,1.0
Saint-Mand¨¦ ,4151540338,1035429,48.8333,2.4167,0.0,1.0,0.0
Saint-Mihiel ,4151540388,7009648,48.9,5.55,2.0,0.0,1.0
