city,cityID,TGNID,latitude,longitude,birth,death,bir_sour
Dybb_l ,4090090008,1027775,54.9167,9.75,1.0,0.0,1.0
Ebeltoft ,4090120001,1027778,56.1833,10.7,1.0,0.0,1.0
Frederiksberg commune ,4090150000,7018282,55.681904,12.52489,1.0,0.0,1.0
Fyn county ,4090150002,7003408,55.3333,10.4167,3.0,1.0,1.0
F_borg ,4090150003,7003416,55.1,10.25,6.0,1.0,1.0
Fredensborg ,4090150022,7003545,55.9833,12.4,0.0,3.0,0.0
Fredericksberg ,4090150024,7003476,55.7,12.4833,2.0,4.0,0.0
Frederiksberg ,4090150025,1027809,55.4167,11.5667,3.0,8.0,0.0
Gentofte ,4090180009,7003550,55.7667,12.5333,0.0,3.0,0.0
Grevinge ,4090180037,1027849,55.8,11.5667,0.0,1.0,0.0
Haderslev ,4090210000,7003422,55.25,9.5,2.0,0.0,1.0
Haraldsted ,4090210010,1027874,55.5,11.7833,1.0,0.0,1.0
Helleb_k ,4090210028,1027890,56.0667,12.5667,1.0,1.0,0.0
Hellerup ,4090210029,4004927,55.676279,12.569195,0.0,5.0,0.0
Helsing_r ,4090210033,7003553,56.05,12.6333,4.0,2.0,1.0
Hiller_d ,4090210044,7003556,55.9333,12.3167,2.0,0.0,1.0
Hj_rring ,4090210052,7003557,57.4667,9.9833,1.0,2.0,0.0
Horsens ,4090210077,7003403,55.8833,9.8833,3.0,2.0,1.0
H_rsholm ,4090210078,7003561,55.8833,12.5,1.0,1.0,0.0
Humleb_k ,4090210089,7031599,55.9667,12.5667,0.0,1.0,0.0
Hvals_ ,4090210094,1027936,55.6,11.8333,0.0,1.0,0.0
Kastrup ,4090300007,4005582,55.64409,12.628475,1.0,0.0,1.0
Kerteminde ,4090300009,7003409,55.45,10.6667,0.0,1.0,0.0
Kolding ,4090300024,7003405,55.4833,9.5,2.0,0.0,1.0
Lyngby ,4090330031,4006684,55.722735,12.555265,0.0,2.0,0.0
Nakskov ,4090390003,1028036,54.8333,11.1667,1.0,0.0,1.0
Odense ,4090420002,7003411,55.4,10.4167,7.0,1.0,1.0
Randers ,4090510006,7003583,56.4667,10.05,3.0,0.0,1.0
Ringk_bing ,4090510015,7003438,56.1,8.0833,1.0,0.0,1.0
Ringsted ,4090510016,7003584,55.4667,11.8,4.0,0.0,1.0
R_nne ,4090510028,7003585,55.1167,14.7167,2.0,0.0,1.0
Roskilde ,4090510031,7003586,55.65,12.1167,2.0,2.0,0.0
Rungsted ,4090510035,7003588,55.9,12.5667,0.0,1.0,0.0
S_nderjylland ,4090540000,7003420,55.1667,9.1667,1.0,1.0,0.0
Skagen ,4090540021,7003593,57.7333,10.6167,0.0,1.0,0.0
Skivholme ,4090540029,4010512,56.2,9.9667,1.0,0.0,1.0
Slagelse ,4090540037,7003595,55.4,11.3833,1.0,0.0,1.0
Sor_ ,4090540059,7003597,55.4333,11.5667,0.0,1.0,0.0
Stege ,4090540066,7003598,54.9833,12.3,1.0,0.0,1.0
Svendborg ,4090540088,7003417,55.0667,10.6333,2.0,0.0,1.0
Thisted ,4090570011,1028182,56.9667,8.7,2.0,0.0,1.0
Tibirke ,4090570017,7003603,56.05,12.1167,0.0,1.0,0.0
Toftlund ,4090570024,1028194,55.2,9.0667,1.0,0.0,1.0
Ullerslev ,4090600005,1028211,55.35,10.6667,1.0,0.0,1.0
Vejle county ,4090630000,7003399,55.75,9.5,1.0,0.0,1.0
Vallekilde ,4090630004,4011634,55.74445,11.42553,1.0,1.0,0.0
Vamdrup ,4090630008,1028216,55.4333,9.3,1.0,0.0,1.0
Vejen ,4090630013,7003435,55.4833,9.2167,1.0,1.0,0.0
Vejle ,4090630015,7013212,55.7167,9.55,1.0,0.0,1.0
Viborg ,4090630025,7003440,56.4667,9.4167,3.0,0.0,1.0
Vordingborg ,4090630044,7003609,55.0167,11.9167,2.0,1.0,1.0
Estonia ,4120000000,7006540,59,26,3.0,0.0,1.0
Kolgak¨¹la ,4120300017,1055508,59.5167,25.7167,1.0,0.0,1.0
Kuressaare ,4120300025,1056118,58.248,22.508,2.0,0.0,1.0
Narva ,4120390000,7006628,59.3667,28.2833,1.0,0.0,1.0
Sindi ,4120540004,1059424,58.4,24.677,2.0,0.0,1.0
Tallinn ,4120570001,7006629,59.433,24.728,3.0,7.0,0.0
Tartu ,4120570004,7006624,58.366,26.745,4.0,1.0,1.0
Viru-Jaagupi ,4120630014,1061246,59.242,26.474,2.0,0.0,1.0
France ,4151000000,1000070,46,2,21.0,23.0,0.0
Alsace ,4151000001,7002870,48.1833,7.5,3.0,1.0,1.0
Aquitaine ,4151000002,7002878,44.5833,1,0.0,1.0,0.0
Abbeville ,4151000005,7010587,50.1,1.8333,16.0,1.0,1.0
Ach¨¨res ,4151000016,1031689,48.9667,2.0667,0.0,1.0,0.0
Agen ,4151000024,7008189,44.2,.6333,1.0,0.0,1.0
Agnetz ,4151000025,5001495,49.3833,2.3833,1.0,0.0,1.0
L'Aigle ,4151000032,1033561,48.7667,.6333,2.0,0.0,1.0
Aigues-Mortes ,4151000038,7008369,43.5667,4.1833,1.0,0.0,1.0
Aire-sur-la-Lys ,4151000057,7008612,50.6333,2.4,1.0,0.0,1.0
Aix-en-Provence ,4151000064,7010786,43.5167,5.45,23.0,24.0,0.0
Ajaccio ,4151000067,7008351,41.9333,8.6833,4.0,0.0,1.0
Albertville ,4151000075,1031731,45.6667,6.4,1.0,0.0,1.0
Albi ,4151000077,7008447,43.9333,2.1333,2.0,0.0,1.0
Alen_on ,4151000083,7008621,48.4167,.0833,2.0,1.0,1.0
Al¨¨s ,4151000085,7008622,44.1333,4.0833,2.0,1.0,1.0
Amboise ,4151000123,7008272,47.4167,1,2.0,1.0,1.0
Amfreville-la-Mi-Voie ,4151000129,4000651,49.4,1.1167,1.0,0.0,1.0
Amiens ,4151000131,7010588,49.9,2.3,12.0,3.0,1.0
Les Andelys ,4151000148,1033969,49.25,1.4333,1.0,0.0,1.0
Andlau ,4151000151,7023198,48.3833,7.4167,1.0,0.0,1.0
Andr¨¦sy ,4151000154,1031781,48.9833,2.0667,0.0,1.0,0.0
Anduze ,4151000157,1031784,44.05,3.9833,1.0,0.0,1.0
Angers ,4151000159,7008480,47.4833,-.5333,9.0,9.0,0.0
Angoul¨ºme ,4151000166,7008565,45.6667,.1667,2.0,0.0,1.0
Anizy-le-Ch_teau ,4151000171,1031794,49.5167,3.4667,1.0,0.0,1.0
Annecy ,4151000175,7012322,45.9,6.1167,1.0,1.0,0.0
Annemasse ,4151000177,7008636,46.1833,6.2333,0.0,1.0,0.0
Annet-sur-Marne ,4151000178,1031799,48.9167,2.7167,0.0,1.0,0.0
Antibes ,4151000186,7012323,43.5833,7.1167,0.0,3.0,0.0
Antony ,4151000188,1031807,48.75,2.2833,0.0,2.0,0.0
Arbois ,4151000201,7008644,46.9167,5.7833,1.0,0.0,1.0
Argentan ,4151000226,7008654,48.75,-.0167,3.0,0.0,1.0
Argenteuil ,4151000228,7008019,48.95,2.25,2.0,2.0,0.0
Arles ,4151000241,7008775,43.6833,4.6333,6.0,2.0,1.0
Armenti¨¨res ,4151000247,1031853,50.6833,2.8833,0.0,2.0,0.0
Arpajon ,4151000253,7008660,48.5833,2.25,0.0,1.0,0.0
Arras ,4151000257,7008468,50.2833,2.7667,3.0,2.0,1.0
Ars-en-R¨¦ ,4151000259,7008664,46.2167,-1.5167,1.0,0.0,1.0
Asni¨¨res-sur-Oise ,4151000273,7017187,49.1333,2.35,0.0,1.0,0.0
Asni¨¨res-sur-Seine ,4151000274,7008667,48.9167,2.2833,0.0,1.0,0.0
Aubagne ,4151000286,1031883,43.2833,5.5833,0.0,2.0,0.0
Aubenas ,4151000290,1031884,44.6167,4.4,1.0,0.0,1.0
Aubusson ,4151000305,7008671,45.9667,2.1667,1.0,0.0,1.0
Auch ,4151000306,7008672,43.6667,.6,2.0,2.0,0.0
Audun-le-Tiche ,4151000315,4000951,49.4667,5.95,1.0,0.0,1.0
Aulnay ,4151000320,7008577,46.0167,-.3333,1.0,0.0,1.0
Aumale ,4151000326,1031913,49.7667,1.75,1.0,1.0,0.0
Aups ,4151000335,1031918,43.6333,6.2167,1.0,0.0,1.0
Aurillac ,4151000339,7008197,44.9333,2.4333,1.0,0.0,1.0
Auteuil ,4151000345,7008704,48.8333,1.8167,0.0,1.0,0.0
Auve ,4151000353,1031932,49.0333,4.7167,1.0,0.0,1.0
Auvers-sur-Oise ,4151000356,7008030,49.0833,2.1667,0.0,7.0,0.0
Auxerre ,4151000357,7013341,47.8,3.5833,3.0,2.0,1.0
Avallon ,4151000365,7008247,47.5,3.9,2.0,0.0,1.0
Avignon ,4151000374,7008799,43.9333,4.8,26.0,23.0,1.0
Avon ,4151000380,1031954,48.4,2.7167,1.0,0.0,1.0
Avranches ,4151000383,7008207,48.7,-1.35,1.0,0.0,1.0
Azur, C_te d' ,4151000396,7016444,43.5,7,0.0,1.0,0.0
Auteuil ,4151000397,7013287,48.85,2.266667,1.0,1.0,0.0
Aveyron ,4151000398,7002906,44.25,2.6667,1.0,1.0,0.0
Azay-le-Ferron ,4151000399,7029463,46.85,1.066,1.0,0.0,1.0
Ain ,4151000400,7002864,46.1667,5.3333,0.0,1.0,0.0
Allier ,4151000402,7002866,46.4167,3.0333,0.0,1.0,0.0
Alpes-de-Haute-Provence ,4151000403,7017065,44.1667,6,0.0,1.0,0.0
Ari¨¨ge ,4151000407,7002910,43,1.5,1.0,0.0,1.0
Aude ,4151000409,7002904,43.0833,2.5,2.0,1.0,1.0
Basse-Normandie ,4151030000,7002872,49,-1,0.0,1.0,0.0
Burgundy region ,4151030001,7002875,47,4.5167,1.0,0.0,1.0
Brittany ,4151030002,7012216,48,-3.0167,2.0,3.0,0.0
Baccarat ,4151030003,1031979,48.45,6.75,1.0,0.0,1.0
Badonviller ,4151030005,1031981,48.5,6.9,1.0,0.0,1.0
Bagnolet ,4151030011,7008934,48.8667,2.4167,3.0,0.0,1.0
Bailleul ,4151030016,7008936,50.7333,2.7333,1.0,0.0,1.0
Balagne ,4151030021,1111887,42.5833,8.8333,1.0,0.0,1.0
Bandol ,4151030030,1032001,43.1333,5.75,0.0,1.0,0.0
Banyuls-sur-Mer ,4151030037,4001198,42.4833,3.1333,1.0,0.0,1.0
Barbizon ,4151030042,7008938,48.4333,2.6,0.0,3.0,0.0
Bar-le-Duc ,4151030052,7008983,48.7667,5.1667,1.0,0.0,1.0
Bar-sur-Aube ,4151030064,7008984,48.2333,4.7167,2.0,0.0,1.0
la Bass¨¦e ,4151030069,1033592,50.5167,2.8167,1.0,0.0,1.0
Bastia ,4151030073,7008352,42.6833,9.4333,2.0,0.0,1.0
La Baule-Escoublac ,4151030076,7009248,47.3,-2.3833,0.0,1.0,0.0
Bayeux ,4151030085,7008208,49.2667,-.7,6.0,2.0,1.0
Bayonne ,4151030087,7008192,43.5,-1.4667,7.0,3.0,1.0
Beauchamp ,4151030103,1032049,49.0167,2.1833,0.0,1.0,0.0
Beaumont-le-Roger ,4151030122,7008944,49.0833,.7833,0.0,1.0,0.0
Beaumont-sur-Sarthe ,4151030124,1032065,48.2167,.1167,1.0,0.0,1.0
Beaune ,4151030125,7008221,47.0333,4.8333,2.0,1.0,1.0
Beauvais ,4151030136,7010570,49.4333,2.0833,4.0,2.0,1.0
Belfort ,4151030153,7008353,47.6333,6.8667,1.0,0.0,1.0
Bell¨ºme ,4151030164,1032087,48.3667,.5667,1.0,0.0,1.0
Bergues ,4151030191,7008455,50.9667,2.4333,0.0,1.0,0.0
Bernay ,4151030194,7008949,49.1,.6,2.0,1.0,1.0
Besan_on ,4151030207,7008356,47.2333,6.0333,19.0,7.0,1.0
B¨¦thune ,4151030221,7008986,50.5333,2.6333,3.0,0.0,1.0
B¨¦ziers ,4151030233,7017414,43.35,3.2167,4.0,3.0,1.0
Bi¨¨vres ,4151030240,7008952,48.75,2.2167,0.0,1.0,0.0
Billom ,4151030244,1032148,45.7167,3.3333,1.0,0.0,1.0
Blainville-Crevon ,4151030262,4001589,49.5,1.3,1.0,0.0,1.0
Blangy-sur-Bresle ,4151030273,1032172,49.9333,1.6333,1.0,0.0,1.0
Blois ,4151030294,7008320,47.6,1.3333,5.0,2.0,1.0
Blotzheim ,4151030296,1032183,47.6167,7.5,1.0,0.0,1.0
Bois-Colombes ,4151030308,1032192,48.9167,2.2667,0.0,1.0,0.0
Bois-d'Arcy ,4151030309,1032194,48.8,2.0167,0.0,1.0,0.0
Bois-le-Roi ,4151030312,1032195,48.4667,2.7,1.0,3.0,0.0
Bologne ,4151030322,1032204,48.2,5.1333,1.0,0.0,1.0
Bonnieux ,4151030346,7008800,43.8167,5.3,0.0,1.0,0.0
Bordeaux ,4151030351,7008161,44.8333,-.5667,45.0,20.0,1.0
Bormes-les-Mimosas ,4151030354,1032227,43.1667,6.35,1.0,0.0,1.0
Boulange ,4151030371,4001733,49.3833,5.95,1.0,0.0,1.0
Bouligny ,4151030374,1032240,49.2833,5.75,1.0,0.0,1.0
Boulogne-Billancourt ,4151030376,7008963,48.8333,2.2333,0.0,4.0,0.0
Boulogne ,4151030378,7016632,50.7167,1.6167,5.0,8.0,0.0
Bourbonne-les-Bains ,4151030388,7008964,47.9667,5.7667,0.0,1.0,0.0
Bourg-en-Bresse ,4151030398,7012558,46.2,5.2167,0.0,1.0,0.0
Bourges ,4151030399,7017415,47.0833,2.3833,2.0,2.0,0.0
Bourg-la-Reine ,4151030402,7008991,48.7833,2.3167,0.0,1.0,0.0
Bourgoin-Jallieu ,4151030409,7012001,45.5667,5.2833,1.0,0.0,1.0
Bourron-Marlotte ,4151030416,7008969,48.3333,2.7,0.0,2.0,0.0
Boussy-Saint-Antoine ,4151030425,1032280,48.6833,2.5333,1.0,0.0,1.0
Brest ,4151030468,7008258,48.3833,-4.5,6.0,4.0,1.0
Brittany ,4151030469,7024267,48,-3,1.0,0.0,1.0
Brie-Comte-Robert ,4151030491,1032322,48.6833,2.6167,1.0,0.0,1.0
Brienne-le-Ch_teau ,4151030493,1032324,48.4,4.5333,1.0,0.0,1.0
Brignoles ,4151030497,1032328,43.4167,6.05,2.0,1.0,1.0
Brive-la-Gaillarde ,4151030508,7017416,45.15,1.5333,2.0,0.0,1.0
Brou ,4151030515,7008266,48.2167,1.1667,1.0,0.0,1.0
Bruy¨¨res ,4151030529,1032354,48.2167,6.7167,1.0,0.0,1.0
Bussy-Saint-Georges ,4151030563,1032377,48.85,2.7,1.0,0.0,1.0
Buzan_ais ,4151030566,1032380,46.8833,1.4333,1.0,0.0,1.0
Bougival ,4151030569,7029591,48.866,2.135,0.0,1.0,0.0
Bas-Rhin ,4151030570,7002907,45.5833,7.65,1.0,1.0,0.0
Bouches-du-Rh_ne ,4151030573,7002915,43.5,7,0.0,1.0,0.0
Cachan ,4151060006,1032385,48.7833,2.3333,0.0,1.0,0.0
Cadenet ,4151060007,7008998,43.7333,5.3667,1.0,0.0,1.0
Caen ,4151060011,7008209,49.1833,-.3667,9.0,5.0,1.0
Cagnes-sur-Mer ,4151060012,7009000,43.6667,7.15,0.0,4.0,0.0
Cahors ,4151060013,7008446,44.4667,.4333,1.0,0.0,1.0
Calais ,4151060018,7009002,50.95,1.8667,3.0,1.0,1.0
Cambrai ,4151060028,7008456,50.1667,3.2333,3.0,3.0,0.0
Cancon ,4151060037,1032406,44.5333,.6333,1.0,0.0,1.0
Cannes ,4151060040,7008765,43.55,7,2.0,14.0,0.0
le Cannet ,4151060041,7009270,43.5833,7,0.0,1.0,0.0
Carcassonne ,4151060052,7012171,43.2167,2.35,3.0,2.0,1.0
Carc¨¨s ,4151060053,1032413,43.4833,6.1833,0.0,1.0,0.0
Carhaix-Plouguer ,4151060056,1032416,48.2667,-3.5833,1.0,0.0,1.0
Carpentras ,4151060067,7008801,44.05,5.05,4.0,2.0,1.0
Cassel ,4151060080,1032436,50.8,2.4833,0.0,1.0,0.0
Cassis ,4151060082,1032437,43.2167,5.5333,0.0,2.0,0.0
Castelmoron-sur-Lot ,4151060089,1032440,44.4,.5,0.0,1.0,0.0
Castillon-la-Bataille ,4151060098,1032445,44.85,-.0333,0.0,1.0,0.0
Cergy-Pontoise ,4151060138,7023827,49.05,2.0833,1.0,0.0,1.0
C¨¦rilly ,4151060139,1032384,46.6167,2.8167,1.0,0.0,1.0
Cernay ,4151060142,1032471,47.8167,7.1833,1.0,0.0,1.0
Ch_lons-sur-Marne ,4151060181,7008339,48.9667,4.3667,10.0,1.0,1.0
Chalon-sur-Sa_ne ,4151060182,7008242,46.7833,4.85,4.0,1.0,1.0
Chamb¨¦ry ,4151060189,7008766,45.5667,5.9167,2.0,0.0,1.0
Chamonix-Mont-Blanc ,4151060200,1032562,45.9167,6.8667,0.0,1.0,0.0
Champagne ,4151060204,7008581,45.2667,4.8,1.0,0.0,1.0
Champigneulles ,4151060222,7009016,48.7333,6.1667,1.0,0.0,1.0
Champlan ,4151060224,1032580,48.7,2.2667,1.0,0.0,1.0
Chantilly ,4151060238,7010573,49.2,2.4667,6.0,2.0,1.0
Charenton-du-Cher ,4151060253,1032603,46.7333,2.6333,0.0,1.0,0.0
Charenton-le-Pont ,4151060254,7007614,48.8167,2.4167,1.0,3.0,0.0
Charleville ,4151060256,4002541,48.816,3.677,1.0,0.0,1.0
Charlieu ,4151060258,7008758,46.1667,4.1667,2.0,0.0,1.0
Charmes ,4151060261,1032609,48.3667,6.2833,1.0,0.0,1.0
Charroux ,4151060274,7008597,46.15,.4167,1.0,0.0,1.0
Chartres ,4151060276,7008267,48.45,1.5,4.0,5.0,0.0
Ch_teau-Chinon ,4151060282,7009022,47.0667,3.9333,1.0,0.0,1.0
Ch_teau-du-Loir ,4151060284,1032493,47.7,.4167,1.0,0.0,1.0
Ch_teaudun ,4151060285,7008268,48.0667,1.3333,1.0,0.0,1.0
Ch_teau-Gontier ,4151060287,7008487,47.8167,-.7,0.0,1.0,0.0
Ch_teau-Porcien ,4151060301,1032488,49.5333,4.25,1.0,1.0,0.0
Ch_teauroux ,4151060307,7008273,46.8167,1.6833,2.0,0.0,1.0
Ch_teau-Thierry ,4151060309,7009027,49.05,3.4,1.0,0.0,1.0
Ch_tellerault ,4151060316,7009028,46.8167,.55,0.0,1.0,0.0
Ch_tenay-Malabry ,4151060321,7007981,48.7667,2.3,0.0,1.0,0.0
Ch_tillon ,4151060325,1032522,48.8,2.3,0.0,1.0,0.0
Chatou ,4151060340,7009033,48.8833,2.15,1.0,1.0,0.0
la Ch_tre ,4151060341,1033613,46.5833,1.9833,1.0,0.0,1.0
Chaumont ,4151060350,7009035,48.1167,5.1333,4.0,0.0,1.0
Chaumont-sur-Loire ,4151060354,1032635,47.4833,1.1833,0.0,1.0,0.0
Chauny ,4151060356,1032637,49.6167,3.2333,1.0,0.0,1.0
Chazay-d'Azergues ,4151060365,1032645,45.8667,4.7167,0.0,1.0,0.0
Chazelles-sur-Lyon ,4151060366,1032646,45.6333,4.3833,1.0,0.0,1.0
Chelles ,4151060369,7008004,48.8833,2.5833,0.0,1.0,0.0
Chennevi¨¨res-l¨¨s-Louvres ,4151060378,1032654,49.05,2.55,0.0,1.0,0.0
Chen_ve ,4151060380,1032651,47.2833,5,1.0,1.0,0.0
Cherbourg ,4151060384,7008211,49.6333,-1.6167,2.0,1.0,1.0
Chevilly ,4151060397,4002601,48.0333,1.8833,1.0,0.0,1.0
Chevilly-Larue ,4151060398,1032664,48.7667,2.3667,0.0,1.0,0.0
Chevreuse ,4151060399,7009039,48.7,2.05,0.0,1.0,0.0
Chevry-Cossigny ,4151060401,1032666,48.7167,2.6667,1.0,0.0,1.0
Choisy-le-Roi ,4151060413,7009040,48.7833,2.4333,0.0,1.0,0.0
Clairefontaine ,4151060428,1032683,48.6167,1.9167,1.0,0.0,1.0
Clelles ,4151060442,1032694,44.8167,5.6167,1.0,0.0,1.0
Clermont ,4151060445,1032695,49.3833,2.4333,1.0,0.0,1.0
Clermont-Ferrand ,4151060448,7008202,45.7833,3.0833,2.0,1.0,1.0
Clichy ,4151060452,7010041,48.9,2.3167,1.0,0.0,1.0
Clisson ,4151060454,1032701,47.0833,-1.2667,0.0,2.0,0.0
Cluny ,4151060456,7008243,46.4333,4.65,1.0,0.0,1.0
Cluses ,4151060459,7009045,46.0667,6.5833,1.0,0.0,1.0
Cognac ,4151060463,7008568,45.7,-.3167,1.0,0.0,1.0
Coligny ,4151060469,1032711,46.3833,5.3333,0.0,1.0,0.0
Colmar ,4151060476,7008119,48.0833,7.35,11.0,3.0,1.0
Colombes ,4151060478,1032717,48.9167,2.2333,0.0,1.0,0.0
Comines ,4151060494,1032729,50.7667,3,1.0,0.0,1.0
Compi¨¨gne ,4151060500,7010575,49.4167,2.8333,1.0,1.0,0.0
Concarneau ,4151060502,7009051,47.8833,-3.9167,0.0,5.0,0.0
Cond¨¦-sur-Noireau ,4151060510,7009053,48.85,-.55,1.0,0.0,1.0
Corbigny ,4151060538,1032762,47.25,3.6667,1.0,0.0,1.0
Cormatin ,4151060544,1032767,46.55,4.6833,2.0,0.0,1.0
Cosne-Cours-sur-Loire ,4151060559,7009059,47.4167,2.9167,1.0,0.0,1.0
Coubron ,4151060565,1032779,48.9167,2.5833,0.0,1.0,0.0
Coucy-le-Ch_teau-Auffrique ,4151060568,7010211,49.5333,3.3333,1.0,0.0,1.0
Couh¨¦ ,4151060574,1032784,46.3,.2,0.0,1.0,0.0
Coulommiers ,4151060583,1032791,48.8167,3.0833,1.0,0.0,1.0
Courbevoie ,4151060589,7009061,48.9,2.25,0.0,3.0,0.0
Courgent ,4151060605,1032806,48.9,1.6667,0.0,1.0,0.0
Courtalain ,4151060613,1032812,48.0833,1.15,1.0,0.0,1.0
Coutances ,4151060629,7008215,49.05,-1.4833,0.0,1.0,0.0
Creil ,4151060655,7007036,49.2667,2.4833,0.0,1.0,0.0
Cr¨¦mieu ,4151060656,7009063,45.7167,5.25,1.0,0.0,1.0
Cr¨¦teil ,4151060666,7009065,48.7833,2.4667,0.0,2.0,0.0
Le Creusot ,4151060667,7009272,46.8,4.433,0.0,1.0,0.0
Cuiseaux ,4151060702,1032874,46.5167,5.3833,1.0,0.0,1.0
Cuisery ,4151060704,7009070,46.55,5,1.0,0.0,1.0
Cusset ,4151060713,7009071,46.1333,3.45,1.0,1.0,0.0
Calvados ,4151060718,7002916,49.1667,-.5,0.0,1.0,0.0
Charente-Maritime ,4151060721,7002920,45.5,-.75,1.0,0.0,1.0
Corr¨¨ze ,4151060724,7002922,45.3333,1.8333,1.0,0.0,1.0
Cette-Eygun ,4151060730,7029676,42.916,-.576,1.0,1.0,0.0
Dammarie-l¨¨s-Lys ,4151090008,7009134,48.5167,2.65,0.0,1.0,0.0
Damville ,4151090019,1032901,48.8667,1.0667,2.0,0.0,1.0
Dax ,4151090031,7008181,43.7167,-1.05,0.0,2.0,0.0
Dieppe ,4151090057,7008922,49.9167,1.0833,6.0,2.0,1.0
Dieulefit ,4151090059,1032928,44.5167,5.0667,0.0,1.0,0.0
Dijon ,4151090064,7008224,47.3333,5.0333,30.0,17.0,1.0
Dinard-Saint-Enogat ,4151090066,1032935,48.6333,-2.05,0.0,1.0,0.0
Dol-de-Bretagne ,4151090075,7017026,48.55,-1.75,1.0,0.0,1.0
D_le ,4151090076,7009146,47.0833,5.5,5.0,2.0,1.0
Donz¨¨re ,4151090099,1032957,44.4333,4.7167,1.0,0.0,1.0
Dormans ,4151090102,1032960,49.0833,3.65,1.0,0.0,1.0
Dornach ,4151090103,4003362,47.743,7.3037,0.0,1.0,0.0
Douai ,4151090106,7008458,50.3667,3.0833,11.0,4.0,1.0
Douarnenez ,4151090107,1032964,48.0833,-4.3333,1.0,1.0,0.0
Douchy-les-Mines ,4151090110,7009150,50.3,3.3833,1.0,0.0,1.0
Drancy ,4151090124,7009153,48.9333,2.4333,0.0,1.0,0.0
Draveil ,4151090127,7009154,48.6833,2.4167,1.0,0.0,1.0
Dreux ,4151090128,7008269,48.7333,1.3833,2.0,0.0,1.0
Dunkirk ,4151090141,7010042,51.0333,2.3833,3.0,1.0,1.0
Dordogne ,4151090149,7002932,45.1667,.8167,1.0,0.0,1.0
Dr_me ,4151090151,7002934,44.5833,5.1667,2.0,0.0,1.0
Eaubonne ,4151120001,1032999,49,2.2833,0.0,1.0,0.0
_couen ,4151120015,7008036,49.0167,2.3667,0.0,4.0,0.0
Elbeuf ,4151120031,1033007,49.2833,1.0167,1.0,1.0,0.0
_pernay ,4151120056,7008342,49.0333,3.9667,2.0,1.0,1.0
_pinal ,4151120061,7008416,48.1667,6.4667,3.0,3.0,0.0
_ragny ,4151120070,1031662,49.0167,2.1,1.0,2.0,0.0
Ermont ,4151120072,1033027,49,2.25,0.0,1.0,0.0
Estagel ,4151120094,5001582,42.772751,2.6983,1.0,0.0,1.0
_tampes ,4151120104,7007986,48.4333,2.1667,1.0,0.0,1.0
Etampes-sur-Marne ,4151120105,4003736,49.034389,3.42048,1.0,0.0,1.0
_taples ,4151120106,7009166,50.5167,1.65,0.0,2.0,0.0
_tretat ,4151120111,7009168,49.7,.2,0.0,1.0,0.0
Eu ,4151120113,7009169,50.05,1.4167,4.0,1.0,1.0
_vian-les-Bains ,4151120121,7009171,46.4,6.5833,1.0,0.0,1.0
_vreux ,4151120125,7008924,49.05,1.1833,1.0,1.0,0.0
Eygali¨¨res ,4151120133,1033052,43.75,4.95,0.0,1.0,0.0
Eygui¨¨res ,4151120134,1033053,43.7,5.0167,0.0,1.0,0.0
Eure ,4151120140,7002936,49.1667,1,0.0,1.0,0.0
Eure-et-Loir ,4151120141,7002937,48.5,1.5833,1.0,0.0,1.0
Falaise ,4151150005,7009173,48.9,-.1833,1.0,1.0,0.0
Faverges ,4151150020,1033079,45.75,6.3,0.0,1.0,0.0
F¨¦camp ,4151150030,7009176,49.75,.3833,1.0,0.0,1.0
Felletin ,4151150033,7009177,45.8833,2.1667,1.0,0.0,1.0
la F¨¨re ,4151150042,7017250,49.6667,3.3667,1.0,0.0,1.0
Ferri¨¨res-en-Brie ,4151150047,1033091,48.8167,2.7167,1.0,0.0,1.0
La Fert¨¦-sous-Jouarre ,4151150055,7031878,48.95,3.135,2.0,1.0,1.0
Fins ,4151150064,1033098,50.0333,3.05,1.0,0.0,1.0
Fontainebleau ,4151150107,7008005,48.4,2.7,7.0,17.0,0.0
Fontenay-aux-Roses ,4151150120,1033144,48.7833,2.3,1.0,2.0,0.0
Fontenay-le-Comte ,4151150122,1033147,46.4667,-.8,1.0,0.0,1.0
Fontenay-l¨¨s-Briis ,4151150124,1033146,48.6167,2.15,0.0,1.0,0.0
Fontenay-sous-Bois ,4151150127,1033150,48.85,2.4667,0.0,1.0,0.0
Forbach ,4151150138,7009184,49.1833,6.9,1.0,0.0,1.0
Forcalquier ,4151150139,7009185,43.9333,5.7667,0.0,1.0,0.0
La Plaine du Forez ,4151150141,7017239,45.6833,4.1667,1.0,0.0,1.0
Forges-les-Eaux ,4151150144,1033157,49.6167,1.5333,0.0,1.0,0.0
Fresnes ,4151150187,7009187,48.75,2.3333,1.0,0.0,1.0
Fresne-Saint-Mam¨¨s ,4151150188,1033191,47.55,5.8667,1.0,0.0,1.0
Fr¨¦vent ,4151150202,1033181,50.2833,2.3,1.0,0.0,1.0
Fuveau ,4151150219,1033216,43.45,5.5667,1.0,0.0,1.0
Fourquevaux ,4151150221,7029462,40.5,1.616,1.0,0.0,1.0
Finist¨¨re ,4151150222,7002938,48.3333,-4,2.0,1.0,1.0
Gaillac ,4151180003,7009192,43.9,1.9167,1.0,1.0,0.0
Garches ,4151180018,7009195,48.85,2.1833,0.0,2.0,0.0
Garges-l¨¨s-Gonesse ,4151180023,1033241,48.9667,2.4167,1.0,0.0,1.0
